NoiseLevel,Accuracy,Entropy
0.0,1.0,0.029465267434716225
0.05,0.949999988079071,0.09339841455221176
0.1,0.75,0.3310989439487457
0.2,0.20000000298023224,1.121010184288025
0.3,0.15000000596046448,1.4765936136245728
