NoiseLevel,Single,Majority,ProbAvg,EntSingle,EntProbAvg
0.0,0.949999988079071,1.0,0.949999988079071,0.015015500597655773,0.035404276102781296
0.05,0.800000011920929,0.949999988079071,0.949999988079071,0.2675779461860657,0.5450116991996765
0.1,0.15000000596046448,0.3499999940395355,0.4000000059604645,0.903331458568573,1.1386710405349731
0.2,0.10000000149011612,0.10000000149011612,0.10000000149011612,1.104995846748352,1.1798179149627686
0.3,0.0,0.0,0.0,1.4534695148468018,1.1795659065246582
